,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
10,32.0,6.8548098,6.7383513,6.805113,6.7716727,6.7913523,6.7401805,6.7763247,6.7542624,6.78886,6.858012,6.7922125,7.361811,6.866426,6.8293505,6.912093,6.867251,6.959856,7.071783,6.9768987,6.998747,7.0168424,7.011077,7.004601,7.0076337,6.96832,6.957696,6.9713287,6.948617,6.9577327,6.9637456,6.9925413,6.9985833,7.022805
11,33.0,9.433523,9.382043,9.707303,9.448115,9.324369,9.435826,9.777896,9.385255,9.461134,9.453368,9.369513,9.339983,9.370017,9.334766,9.979191,10.343144,10.305135,9.322714,9.64691,9.304683,9.509178,9.693651,9.292903,9.409502,9.302147,9.762086,9.326093,9.477665,9.946231,9.824038,9.63332,9.656684,9.234962
12,35.0,7.9016666,7.9109693,8.012994,8.183387,8.289308,8.069943,8.102122,8.11378,8.322651,8.11535,105.3157,8.28681,8.091669,8.120884,8.123686,8.470247,8.189596,8.645359,8.145865,8.1721115,9.109491,7.7460685,7.8491864,7.799523,7.9534492,8.466577,7.888842,8.366551,8.660477,8.01269,8.94039,8.11552,8.037383
13,4.0,152.30074,9.734604,9.585529,9.461439,9.527196,9.5271225,9.463502,9.757976,9.536539,9.491729,9.456836,9.603589,9.5336895,9.494339,9.9062395,9.674513,9.602198,9.552384,9.550385,9.554346,9.61064,9.7673855,9.773201,9.841642,9.485686,9.772984,9.577785,9.523674,9.594698,9.541733,9.941999,9.466082,9.486783
14,42.0,10.82361,9.948828,9.581885,9.467343,9.48749,9.471481,9.552884,9.45429,11.0855875,9.809197,9.621116,132.26393,9.4655285,10.975868,9.936962,9.4894085,9.400298,9.394919,9.400879,9.397326,9.398545,9.402181,9.399667,9.41391,9.401467,9.412133,9.403227,9.401463,9.464959,9.368806,9.372988,9.389575,9.368241
15,45.0,5.6168194,7.3042126,7.2101507,6.6112576,6.831402,6.718647,8.15229,8.012386,7.8003182,7.6684914,7.5134954,9.542029,8.356583,8.756423,10.9892025,8.48028,9.211427,7.427834,8.556322,8.778425,8.50936,8.18724,7.9809437,7.615355,7.609435,7.9750867,9.054367,8.530386,18.456835,7.5898347,7.8292527,9.816357,7.661107
16,47.0,9.801427,9.773669,9.750036,9.755417,9.945844,10.22871,9.775952,9.732637,9.75301,9.747271,9.761317,9.817871,10.086388,9.819114,10.0354595,10.199157,9.936792,10.142297,10.678001,9.6792965,9.81016,9.69177,9.888311,9.773685,9.744365,9.697123,9.8556385,9.8136,9.7972355,10.160514,10.0261,10.04005,9.793049
17,48.0,7.233569,7.2255955,7.23198,7.269169,7.2724934,7.268427,7.24725,7.2483635,7.2593613,7.277507,7.2402463,7.240752,7.251628,14.380914,15.783895,8.603879,8.544666,8.418971,8.429616,8.390093,8.488527,8.462984,8.544666,8.445575,8.505486,8.278086,8.1803055,8.890372,8.997479,8.879688,8.86421,8.785299,8.904899
18,49.0,9.965073,9.806169,9.869387,10.130672,10.279519,9.916544,9.911264,9.863828,9.944702,9.847421,10.022133,9.859773,9.855643,9.907346,10.39222,10.201249,9.929097,9.821585,9.83466,9.951083,9.892964,9.929845,9.913842,9.962941,10.08505,9.928258,9.766279,9.800264,9.813209,9.943284,9.985924,9.928247,9.808143
19,54.0,9.888617,9.997666,9.892503,9.844574,9.975609,9.900299,9.863075,9.72408,9.859537,9.60005,9.893006,10.017151,9.723506,9.83845,9.808026,9.659291,9.72587,9.717049,9.696754,9.815266,9.60243,9.680893,9.706158,10.062372,9.783132,10.296123,9.739025,9.703213,9.818418,9.909906,9.704316,9.653094,9.63964
20,55.0,4.027524,4.017973,4.2816963,4.24099,4.2892222,4.2492456,4.2385573,4.2262034,4.149106,4.1169724,4.0888033,4.0953836,4.158986,4.1395802,4.060072,4.139744,4.1783185,4.123472,4.0829077,4.074942,4.0736523,4.1548963,4.068624,4.0506797,4.03427,4.0426073,4.0910287,4.917991,4.548678,4.493262,4.4873667,4.5119634,4.477099
21,6.0,8.273568,8.077533,7.844066,10.425754,10.841509,10.563289,15.170438,10.104261,9.304909,9.5832205,9.186667,9.066986,9.279071,8.898529,9.815168,9.570577,8.8887615,8.822193,8.981842,9.326661,9.031703,9.965471,9.778018,9.65963,9.824289,9.827254,9.761181,9.672734,9.959445,10.487013,9.813937,9.61736,10.00578
22,66.0,10.028357,9.692728,10.530359,9.868678,9.7569895,9.774144,9.693409,9.7021,9.58203,9.737792,9.880913,9.670933,9.742447,9.898129,9.648941,9.853261,10.133014,9.621058,9.951083,9.755555,9.580338,9.655201,9.667449,10.2501,9.782713,9.674559,9.7383585,9.683229,9.853511,9.9058485,9.67583,9.630413,9.918932
23,69.0,9.986928,7.2632003,7.144945,6.7613516,6.862276,6.5503597,6.8244333,6.472187,6.552983,6.5124307,6.5078707,6.542994,6.589965,6.4912143,6.523433,6.721966,6.613307,6.490006,6.3638654,6.338952,6.4903517,6.2384953,6.2438955,6.4955354,6.9380803,7.247833,6.891715,7.1321774,6.706538,6.670695,6.8270698,6.728741,6.6095324
24,7.0,11.2255535,9.842922,9.660965,9.660201,9.659951,9.653255,9.65372,9.655422,9.650145,9.671795,9.656795,9.656484,9.662359,114.35411,9.653956,9.762516,9.663386,9.661829,9.66395,9.65497,9.705894,9.652354,9.657356,9.6528,9.680025,9.687176,9.655171,9.654924,9.654195,9.660708,9.651408,9.673783,9.676777
25,8.0,9.09699,9.096795,9.1873665,9.143035,9.261083,10.595959,8.909114,6.865354,5.16819,6.0686293,6.4041924,6.067052,6.274144,5.6053486,9.165568,9.736402,18.620562,10.570025,11.292751,11.586048,9.538046,9.452714,9.645782,9.752184,10.732149,10.229328,11.904381,12.891907,6.557033,6.5420084,7.409773,7.504004,6.3296404
