,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10,71.0,0.2157031924072476,0.2,0.2626970227670753,0.25960539979231567,0.3013863773357444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,72.0,,,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.16666666666666666,,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.13333333333333333,,0.8156606851549756,0.23333333333333334,0.2,0.23333333333333334,0.2,0.1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3,0.6024096385542168,0.2189141856392294,,,0.5506607929515418,,,,,,,,,,,,,,,,,,,,
12,77.0,0.2,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.2232142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,78.0,0.10121457489878542,0.3424657534246575,0.0,0.25667351129363447,0.33579583613163194,0.2638058389025677,0.23212627669452182,0.21394950791613176,0.24271844660194175,0.21105951878429716,0.25658569962367433,0.2660989888238425,0.19379844961240308,0.27548209366391185,0.25786487880350695,0.17985611510791366,0.17146776406035666,0.3171247357293869,0.23169601482854496,0.1939487975174554,0.13997760358342665,0.28264556246466926,0.2502502502502503,0.35885167464114837,0.3486750348675035,0.2569373072970195,0.5289139633286319,0.14863258026159334,0.20161290322580647,0.273972602739726,0.2515090543259557,0.4728877679697352,0.3215434083601286,0.2587991718426501,0.16880486158001348,0.37821482602117995,0.38402457757296465,0.24437927663734113,0.16005121638924455,0.5060728744939271,,,,,,,,6.756756756756757
14,79.0,0.2974773917182294,0.2747252747252747,0.26666666666666666,0.16458196181698484,0.19379844961240308,0.2110298255486775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80.0,0.23764258555133078,0.11990407673860912,0.32938076416337286,0.4587155963302752,0.2,0.2134927412467976,0.2145922746781116,0.3687315634218289,0.5668934240362812,0.3651411879259981,0.2900232018561485,,0.5307855626326964,0.41736227045075125,0.3225806451612903,0.5165289256198348,,0.311332503113325,0.21910604732690622,0.16066838046272494,0.499001996007984,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,82.0,0.32938076416337286,0.14961101137043686,0.2134927412467976,0.2679528403001072,0.17265193370165746,0.27746947835738067,0.2696871628910464,0.361794500723589,0.23333333333333334,0.4401408450704225,0.29940119760479045,0.1946282600233554,0.14836795252225518,0.32216494845360827,0.27624309392265195,0.1731301939058172,0.24224806201550386,1.0729613733905579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,83.0,0.2220248667850799,0.19425019425019427,0.16846361185983827,0.11363636363636363,0.18839487565938207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,84.0,,,,,,,0.5707762557077626,0.2717391304347826,0.4892367906066536,,1.5822784810126582,0.27027027027027023,0.29655990510083036,0.5307855626326964,0.3453038674033149,0.22810218978102187,,,,1.0080645161290323,,,0.4084967320261438,0.2079866888519135,0.4393673110720562,,,,,,,,,,,,,,,,,,,,,,,
19,85.0,,0.2,0.2157031924072476,0.1256913021618904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87.0,0.202757502027575,0.3484320557491289,0.19379844961240308,0.3164556962025316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,88.0,0.13333333333333333,0.16666666666666666,0.2,0.13333333333333333,0.16666666666666666,0.2,0.3,0.16666666666666666,0.2,0.16666666666666666,0.26666666666666666,0.2,0.13733748397729353,0.13333333333333333,0.13333333333333333,0.23333333333333334,0.2536783358701167,0.16433853738701726,0.20305942872614052,0.13333333333333333,0.26666666666666666,0.2,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.15713387806411064,,,,,,,,,,,,,,,,,,,,,,
22,89.0,0.23333333333333334,,,0.14766686355581807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,91.0,0.14602803738317757,0.26219192448872575,0.3351206434316354,0.29095141111434386,0.15762925598991173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,92.0,0.1370614035087719,0.143348623853211,0.44365572315882873,0.1516990291262136,0.14371945961483185,0.29882859191967487,0.13479511143062545,0.30819806862543664,0.19074262461851477,0.11420740063956145,0.20792902689215415,0.24102193299590263,0.13509862199405565,0.1486915146708961,0.14624159110851126,0.2714440825190011,0.12817226352217378,0.0,0.2438231469440832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,93.0,0.13997760358342665,0.1,0.16666666666666666,0.13333333333333333,0.23025558369790466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
