,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
13,78.0,640.9382716049382,663.4634146341464,634.964705882353,661.5555555555555,703.4285714285714,651.9466666666667,706.8732394366198,715.027027027027,685.2173913043479,706.0555555555555,762.6666666666666,678.974358974359,697.578947368421,702.9295774647887,704.1159420289855,698.6849315068494,705.3150684931506,712.463768115942,681.2266666666667,683.55,731.1549295774648,767.1724137931035,707.5675675675676,712.6197183098592,704.1935483870968,763.939393939394,730.8405797101449,749.1267605633802,778.0983606557377,717.5,750.969696969697,756.6470588235294,659.2631578947369,681.1428571428571,740.1935483870968,708.9333333333333,651.4366197183099,287.1764705882353,208.35294117647058,270.85714285714283,,,1015.7333333333333,,,,,1014.3333333333334
14,79.0,774.64,764.2142857142857,695.1272727272727,731.7037037037037,731.9344262295082,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80.0,784.5,370.15384615384613,695.375,464.3809523809524,567.578947368421,415.7647058823529,590.0,516.5,625.0,358.0,488.3478260869565,425.3333333333333,642.5454545454545,595.2941176470588,604.4444444444445,406.0,394.0,633.5,404.63157894736844,325.1764705882353,69.04347826086956,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,82.0,358.22222222222223,393.8181818181818,381.77777777777777,360.8695652173913,365.8095238095238,530.2307692307693,741.3584905660377,729.5833333333334,355.6470588235294,429.2307692307692,572.0,328.44444444444446,783.2542372881356,420.2758620689655,413.6296296296296,432.3478260869565,305.5,118.77777777777777,584.0,644.0,616.0,644.0,,628.0,,,,,,,,,,,,,,,,,,,,,,,,
17,83.0,463.55555555555554,449.4,529.5652173913044,527.8518518518518,512.3478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,84.0,278.0,124.0,121.33333333333333,124.0,52.8,247.0,311.0,483.2,231.33333333333334,268.32,116.0,312.6666666666667,792.5714285714286,283.42857142857144,457.3333333333333,184.5,,217.0,512.0,242.66666666666666,196.42105263157896,377.6,363.42857142857144,420.6666666666667,430.6666666666667,1016.2666666666667,,636.0,,1017.3714285714286,,,,,,,,,,,,,,,,,,
19,85.0,738.7272727272727,712.375,715.9333333333333,707.2280701754386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87.0,328.1,520.0,523.0,575.5294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,88.0,548.0412371134021,546.0,545.0,568.2083333333334,620.0459770114943,628.1860465116279,610.2471910112359,652.144578313253,636.0,621.8390804597701,605.4222222222222,586.0869565217391,615.5454545454545,594.0444444444445,584.0430107526881,569.0105263157894,600.8275862068965,603.5555555555555,609.438202247191,644.5714285714286,638.0235294117647,619.2727272727273,591.2808988764045,648.289156626506,602.5581395348837,565.6901408450705,385.3333333333333,,,,,,,,,,,,,,,,,,,,,
22,89.0,732.4776119402985,698.2465753424658,712.5142857142857,702.3768115942029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,91.0,621.6,750.2857142857143,513.2,727.2727272727273,710.3157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,92.0,544.3232323232323,535.009900990099,557.1489361702128,552.2105263157895,568.625,600.1333333333333,582.6666666666666,592.6593406593406,580.989247311828,587.3118279569892,577.4468085106383,597.7528089887641,594.6813186813187,607.370786516854,596.1860465116279,581.8924731182796,600.0,572.9638554216867,518.6511627906976,486.6666666666667,,617.6,636.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,93.0,617.8571428571429,643.6190476190476,652.047619047619,659.8536585365854,681.025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
