,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,15,13,13,13,13,13,12,12,14,13,12,12,13,11,11,11,11,10,9,9,7,7,8,7,7,7,7,7,6,6,6,5,5,6,7,7,7,8,8,7,8,8,7,8,9,9,8,8,8,7
0,16,15,15,15,15,13,13,13,12,12,12,12,11,10,10,11,8,7,8,8,7,6,8,7,8,9,9,9,9,9,9,9,9,9,8,8,8,7,6,5,6,6,7,6,7,7,7,7,7,7
0,17,8,6,6,6,6,6,6,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,6,6,5,6,5,5,6,6,7,6,5,5,4,5,5,5,6,6,5,5,5
0,18,6,6,6,7,8,8,8,7,8,7,7,7,7,8,7,8,7,9,9,9,9,10,10,10,9,8,8,8,9,7,7,7,8,8,7,8,7,8,8,8,7,7,7,7,6,5,5,5,6
0,19,9,10,9,9,9,10,10,10,10,9,9,9,9,8,9,10,9,9,8,9,9,9,8,9,11,12,12,12,12,11,11,11,11,12,11,11,8,7,7,6,6,6,6,5,8,7,7,7,7
0,20,11,11,11,11,10,10,10,9,9,9,9,7,8,7,7,7,8,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,8,7,8,8,8,8,8,9,8,8,8,8,8,8,8,7,7
0,21,11,11,9,10,10,10,8,8,9,7,8,8,8,8,9,7,7,7,8,9,7,8,8,7,8,8,8,10,10,10,9,10,11,10,9,11,10,10,10,10,10,9,10,9,9,9,9,8,8
0,22,19,18,12,12,10,8,7,8,8,9,9,9,9,9,9,11,11,11,12,9,17,19,18,18,18,20,21,16,17,17,17,17,12,15,15,15,15,14,15,15,15,15,15,17,16,12,14,17,19
0,23,10,10,10,10,9,9,10,9,10,9,9,8,9,8,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,8,7,8,7,7,7,7,6,6,7
0,24,9,9,9,10,9,9,10,9,9,9,8,9,8,8,8,7,8,7,6,7,7,7,7,7,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,8,7,7,7,8,9
0,25,16,16,14,15,14,14,13,13,11,11,11,8,8,8,8,13,15,15,15,15,14,14,14,13,14,14,15,10,8,8,8,9,11,10,10,10,10,10,9,11,10,14,15,15,13,14,14,14,13
0,26,11,10,10,10,10,11,11,11,11,10,11,11,9,11,12,13,14,15,15,16,15,16,15,15,16,13,13,13,12,11,11,10,11,11,11,11,11,12,11,13,13,13,12,12,12,12,12,12,13
0,27,11,12,10,8,8,5,6,5,6,6,7,6,6,5,5,5,5,5,5,6,5,5,4,5,5,5,6,6,6,6,7,8,9,9,9,8,8,9,8,7,8,7,7,5,4,4,4,4,4
0,28,7,6,6,6,6,6,6,6,6,7,6,5,5,7,7,7,7,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,6,7,7,7,7,7,7,8,8,7,7,7,7,7,6,6,6
0,29,9,8,8,7,7,6,7,6,6,6,5,6,5,5,5,5,6,6,6,7,7,7,8,8,9,9,9,8,8,10,9,8,8,8,7,8,8,7,8,9,9,7,7,7,7,7,7,6,5
0,30,10,8,8,7,7,7,8,7,8,7,7,7,6,7,7,6,6,7,6,6,6,6,8,9,9,8,8,8,8,8,8,8,8,7,7,6,7,6,7,7,6,6,6,6,6,7,7,8,7
0,31,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,5,6,6,7,7,7,7,8,8,8,7,8,8,7,8,8,7,8,8,7,7,7,7,7,7,7,7,6,7,6,6,6,6
0,32,11,11,10,9,9,9,9,9,9,9,8,8,8,7,7,8,8,9,10,10,10,10,11,12,12,12,12,12,12,10,10,10,9,9,8,8,7,8,8,8,7,8,8,8,8,9,9,9,10
0,33,7,6,6,6,6,6,7,6,6,5,6,6,6,6,6,7,6,7,7,7,7,8,8,7,7,8,8,7,8,7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,34,7,7,7,8,10,10,9,9,10,10,9,9,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5
0,35,8,8,7,6,4,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,6,5,6,5,5,5,6,6,5,6,6,7,7,6,6,7,6,7,6,6,6,6,6,5
0,36,6,6,6,6,6,6,5,5,5,6,6,6,6,5,6,5,6,7,7,7,7,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4
0,37,9,8,8,9,9,8,9,9,10,9,8,9,9,8,7,7,7,8,7,8,7,7,7,7,6,8,8,9,9,8,9,8,8,10,11,11,11,10,11,10,10,11,11,10,10,10,10,9,9
0,38,8,8,8,8,7,7,6,7,6,6,6,6,6,6,5,6,7,5,6,5,5,7,6,7,7,8,8,7,7,9,8,9,10,9,10,9,9,8,9,9,9,8,8,8,7,8,7,7,7
0,39,5,4,4,5,5,5,5,5,5,5,6,6,6,8,7,6,6,7,7,7,7,7,6,6,6,5,5,5,5,5,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,6,6
0,40,6,5,6,7,9,9,8,8,8,10,10,11,12,12,12,11,9,9,9,9,9,8,9,8,7,7,6,7,7,6,6,6,5,6,5,5,5,5,6,7,7,8,8,8,8,7,7,7,7
0,41,6,7,6,7,6,6,7,6,6,7,6,5,6,5,5,4,5,5,5,7,6,6,7,7,6,6,7,7,6,7,6,5,5,5,5,5,6,7,6,7,8,8,9,8,9,10,9,10,9
0,42,15,14,14,15,14,14,14,14,14,13,11,10,11,11,11,11,11,11,11,10,10,9,9,9,7,8,7,8,8,7,9,9,9,10,10,12,12,11,12,12,12,13,12,12,12,12,11,10,11
0,43,7,7,7,7,8,8,9,8,7,8,7,7,7,7,7,8,8,7,7,8,9,8,9,9,10,12,11,10,12,11,11,12,11,11,11,11,11,10,10,10,8,9,9,7,7,8,7,7,7
0,44,12,12,7,7,7,7,7,6,7,7,7,5,5,5,4,4,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,9,8,7,7,9,9,9,8,8,8,8,8,6,7,7
0,45,10,10,11,10,10,11,11,11,10,12,10,10,10,11,11,12,12,11,10,11,10,10,11,10,9,8,7,6,6,7,7,5,6,5,5,6,6,6,7,7,7,6,6,7,6,7,7,6,7
0,46,7,7,8,7,8,8,8,8,8,7,6,7,7,7,6,6,7,7,6,7,7,7,8,7,6,6,6,8,8,7,8,7,7,7,6,7,7,7,7,5,5,6,5,4,5,5,6,5,6
0,47,4,5,5,5,5,5,5,7,8,8,9,10,10,9,9,10,9,8,8,9,9,8,8,8,8,8,8,8,9,9,9,7,6,9,10,9,10,10,10,10,9,10,10,9,10,7,7,7,7
0,48,16,17,17,15,14,13,13,14,14,13,13,14,15,14,15,14,11,12,15,15,15,14,15,15,16,14,12,13,14,14,12,12,13,15,16,17,16,16,17,19,19,19,23,23,22,20,18,17,16
0,49,25,24,25,24,20,22,21,20,18,19,18,17,18,18,17,16,16,12,12,12,11,13,12,13,21,21,23,25,24,25,25,25,26,25,24,23,14,14,12,10,11,13,14,15,15,14,17,16,16
0,50,11,10,10,8,8,8,8,7,7,8,8,7,8,10,10,9,10,10,11,11,11,13,12,12,11,10,10,10,8,8,9,9,8,5,9,9,10,9,9,9,10,11,9,9,11,11,6,8,9
0,51,10,9,10,8,7,6,6,7,8,8,7,6,7,7,7,7,7,7,9,11,11,13,13,13,12,12,12,11,11,11,9,7,7,6,7,7,8,8,9,9,10,10,11,10,9,10,9,9,9
0,52,8,7,7,7,7,8,8,8,7,7,7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,8,8,8,7,7,6,7,7,7,7,7,7,7,7,7,8,8,8,8,7,8,10,9,9
0,53,6,5,5,5,5,5,4,4,4,6,6,6,6,6,7,7,7,7,7,7,7,6,7,6,6,6,5,5,5,6,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,6,6,5
0,54,14,14,31,29,28,26,24,23,23,26,27,26,27,26,10,11,11,12,12,12,12,8,8,8,7,7,5,13,13,13,13,12,12,12,12,12,13,13,13,6,8,9,10,13,14,24,24,24,23
0,55,10,9,8,11,11,11,12,15,13,13,13,12,11,11,13,10,10,12,11,8,9,10,10,10,11,11,10,10,10,9,10,10,11,10,10,9,9,9,10,9,9,9,10,9,8,8,8,10,9
0,56,15,16,16,18,15,15,16,16,15,18,16,16,17,17,18,15,19,18,20,20,19,16,17,16,16,15,13,12,10,12,10,9,9,10,9,10,10,11,12,14,15,13,16,17,17,16,17,18,19
0,57,8,8,8,7,8,8,8,8,10,13,13,13,13,13,14,13,13,14,13,14,13,10,9,9,9,9,9,10,10,9,9,8,6,6,5,6,6,6,5,5,5,6,7,7,8,10,10,10,11
0,58,25,23,28,32,31,30,27,27,27,27,26,21,20,19,15,11,11,10,10,10,9,9,9,8,8,8,8,7,8,9,9,9,9,9,10,9,9,11,10,10,9,9,8,8,8,9,9,9,8
0,59,8,7,7,7,6,6,6,6,6,6,6,7,6,7,8,7,8,8,8,8,8,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,8,9,8,8
0,60,6,6,5,6,5,6,7,7,7,7,7,7,6,7,7,7,8,6,6,7,7,6,6,6,7,7,7,7,6,6,6,5,5,6,8,7,9,8,9,8,9,10,10,11,11,10,9,9,7
0,61,17,16,15,13,13,14,14,14,14,14,14,11,10,13,12,14,14,15,15,15,16,16,17,17,17,21,22,22,24,25,24,24,23,23,23,24,26,18,18,21,19,16,17,18,17,20,20,22,24
0,62,10,12,11,10,10,10,10,11,11,10,9,10,10,8,9,9,9,9,9,8,8,7,9,9,10,10,9,9,8,9,8,8,8,10,8,8,8,7,7,9,9,9,9,9,9,8,8,8,8
0,63,10,9,9,10,10,10,9,9,9,10,9,9,10,10,10,11,10,14,15,14,13,13,13,13,13,13,13,13,12,9,8,8,8,8,9,9,9,9,10,11,10,10,10,11,12,12,12,11,11
0,64,10,9,9,9,9,8,9,8,8,8,7,8,7,8,8,7,9,9,10,9,9,9,10,8,9,9,8,8,8,8,7,8,8,8,7,8,8,8,8,8,7,7,7,7,7,7,8,7,7
0,65,7,7,7,7,6,6,6,7,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,7,7,6,7,6,6,8,8,8,8,8,8,11,11,10,9,11,14,12,12,12,11,16,16,13,14
0,66,9,9,10,10,9,8,8,8,8,6,7,7,7,8,7,7,7,8,8,8,9,9,9,9,8,6,7,7,6,6,6,6,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,5
0,67,5,5,5,5,4,5,5,5,6,6,6,6,6,6,6,6,7,6,6,7,7,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
0,68,11,10,10,10,11,11,8,9,7,7,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,5,6,5,6,5,6,6
0,69,11,12,13,11,12,12,13,14,12,11,11,13,13,11,9,10,9,10,9,9,10,10,9,8,7,8,8,7,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,7
0,70,8,10,8,8,7,7,6,6,7,7,7,8,8,7,8,8,9,9,10,10,9,10,10,9,10,10,10,10,10,10,9,8,8,7,8,8,7,6,5,5,4,5,6,6,7,7,6,6,6
0,71,11,10,11,11,11,11,12,12,13,14,14,13,13,14,12,11,12,12,11,11,10,10,11,11,12,11,12,12,12,12,13,12,13,12,10,12,11,10,10,11,10,10,9,9,8,9,10,8,10
0,72,7,6,6,6,6,6,7,5,5,5,4,5,4,4,5,6,7,7,6,7,9,8,9,9,10,10,10,9,8,8,9,8,8,8,8,8,7,6,7,9,10,10,10,9,9,9,8,8,8
0,73,6,6,6,6,6,5,6,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,6,7,7,8,8,8,8,8,8,8,8,8
0,74,7,6,6,6,7,5,6,7,7,7,7,7,7,8,8,7,7,7,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,5,5,5,5,5,4,5,5,5,6,5,5,5,5,5,5
0,75,8,8,6,8,8,6,6,7,7,7,6,6,6,6,7,5,4,4,5,4,5,6,5,6,6,5,6,7,7,7,7,7,6,6,6,6,5,5,4,4,4,5,4,5,5,5,5,5,5
0,76,11,11,11,12,12,12,12,12,12,13,12,11,12,12,11,11,10,9,8,7,7,7,7,9,8,7,13,12,14,14,19,19,20,19,19,19,20,22,16,17,15,14,11,11,10,11,10,9,8
0,77,11,9,10,9,9,8,9,7,8,9,9,9,8,8,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,8,9,8,6,7,6,6,6,6,5,5,5,5,7,7,7,6,7,7
0,78,8,8,7,8,8,8,9,9,8,10,10,8,8,9,8,7,6,8,7,7,8,7,8,8,11,10,10,13,13,11,11,11,11,12,12,12,9,10,12,12,18,18,19,21,20,19,21,22,22
0,79,8,8,8,8,7,7,7,8,8,7,6,7,7,9,8,9,8,8,8,7,8,8,8,7,7,6,6,5,7,7,8,8,7,7,8,8,9,8,9,10,9,9,9,8,8,9,10,9,10
0,80,7,8,8,7,9,8,8,8,8,8,8,9,9,8,7,8,7,9,10,10,11,11,11,11,11,11,12,11,10,8,7,8,8,8,10,9,11,11,11,11,11,12,12,11,10,10,8,7,6
0,81,4,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,5,6
0,82,4,4,4,5,4,4,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,6,6,6,6,6,6,6,7,6,5,5,6,5,5,6,6,6,6,6,6,6,6,5,5,5,5,4,5
0,83,7,7,6,6,6,6,6,6,6,6,7,6,6,7,7,7,7,7,8,10,10,9,8,9,9,8,8,9,8,9,8,6,5,6,7,7,6,7,7,7,8,6,7,8,8,8,8,8,8
